course_title,url,price,num_subscribers,level,content_duration,subject,language
Create a Responsive Website with Bootstrap 3,https://www.udemy.com/create-a-responsive-website-with-bootstrap-3/,50,4076,Intermediate,3.0,Web Development,en
Lerning PHP by building website,https://www.udemy.com/lerning-php-by-building-website/,185,567,For all,8.0,Web Development,en
Learn PHP Object Oriented Features with Simple Examples,https://www.udemy.com/learn-php-object-oriented-features-with-simple-examples/,20,1723,For all,1.0,Web Development,en
Crash Course - Learn to Create a PHP MVC Framework,https://www.udemy.com/crash-course-learn-to-create-a-php-mvc-framework/,50,1282,For all,1.0,Web Development,en
JSON :basics for beginners,https://www.udemy.com/learn-json/,45,2052,For all,0.55,Web Development,en
CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,https://www.udemy.com/csscasts-css-libraries-plugins-tips-tricks-for-developers/,200,1874,For all,44.5,Web Development,en
Complete Guide to Front-End Web Development and Design,https://www.udemy.com/complete-guide-to-front-end-web-development-and-design/,200,1119,Introductory,16.5,Web Development,nl
"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",https://www.udemy.com/learn-laravel-by-doing/,100,1023,For all,5.0,Web Development,en
Javascript for Beginners,https://www.udemy.com/beginning-javascript/,20,3697,For all,3.0,Web Development,no
MongooseJS Essentials - Learn MongoDB for Node.js,https://www.udemy.com/mongoosejs-essentials/,0,21682,Introductory,0.7333333333333333,Web Development,en
Regular Expressions for Beginners - Universal,https://www.udemy.com/regular-expressions-for-beginners-universal/,100,1975,For all,3.0,Web Development,en
Learn Redis from Scratch,https://www.udemy.com/learn-redis-from-scratch/,40,553,Intermediate,3.0,Web Development,en
WordPress Plugin Development -> Deep dive discovery!,https://www.udemy.com/wordpress-plugin/,40,2650,For all,2.0,Web Development,nl
Learn Ajax and jquery with PHP,https://www.udemy.com/learn-ajax-and-jquery-with-php/,20,2964,Introductory,1.5,Web Development,en
Create a business website with WordPress,https://www.udemy.com/create-a-business-website-with-wordpress/,50,1624,For all,4.0,Web Development,en
DesktopServer : Install WordPress Locally  - Work Anywhere!,https://www.udemy.com/desktopserver/,65,1640,Introductory,2.0,Web Development,en
Understand PHP Arrays and HTTP Request in a Better Way,https://www.udemy.com/understand-php-arrays-and-http-request-in-a-better-way/,35,1627,For all,0.5833333333333334,Web Development,en
Mastering CSS,https://www.udemy.com/mastering-css/,95,1815,Advanced,5.0,Web Development,en
The Complete Wordpress Theme Development Guide,https://www.udemy.com/the-complete-wordpress-theme-development-guide/,25,1011,Introductory,2.0,Web Development,en
The Complete HMTL5 Course - Go From Beginner To Advanced!,https://www.udemy.com/complete-hmtl5-course/,95,2430,For all,2.0,Web Development,en
Learn Jquery from Scratch 2-Hour Training ,https://www.udemy.com/jquery_complete/,20,5318,Introductory,1.5,Web Development,en
How to Create a Wordpress Website from Scratch - No Coding,https://www.udemy.com/how-to-create-a-wordpress-website-from-scratch-no-coding/,20,7018,For all,3.0,Web Development,en
Learn PHP CodeIgniter Framework with AJAX and Bootstrap,https://www.udemy.com/learn-php-codeigniter-framework-with-ajax-and-bootstrap/,75,1634,For all,2.5,Web Development,en
The Complete Guide to JavaScript Development,https://www.udemy.com/the-complete-javascript-development-course/,110,3590,For all,14.0,Web Development,en
Basic HTML CSS and Web Design,https://www.udemy.com/basic-html-css-web-design/,30,4030,Introductory,9.0,Web Development,en
Build Professional WordPress Website,https://www.udemy.com/wordpress-no-coding/,145,4020,For all,3.5,Web Development,en
Ultimate CSS3 Course - From Beginners To Professional,https://www.udemy.com/ultimate-css3-course/,95,2635,For all,2.0,Web Development,en
Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,https://www.udemy.com/code-grow-rich-earn-more-as-an-entrepreneur-or-developer/,200,7211,For all,57.0,Web Development,en
Learn by Example : ReactJS,https://www.udemy.com/learn-by-example-reactjs/,50,1496,Introductory,7.5,Web Development,en
React.js Quickly: Developing Scalable Web User Interfaces,https://www.udemy.com/react-quickly/,50,4447,Intermediate,4.0,Web Development,en
JavaScript - Tricks and Workarounds,https://www.udemy.com/javascript-tricks-and-workarounds/,100,1410,For all,5.0,Web Development,en
Kids Coding - Beginner HTML,https://www.udemy.com/kids-coding-beginner-html/,20,6628,Introductory,1.0,Web Development,de
Learn PHP from scratch!!,https://www.udemy.com/learn-php-from-scratch-by-niveditajain/,25,1908,Introductory,1.5,Web Development,en
PHP with PDO - ULTIMATE Crash Course,https://www.udemy.com/php-with-pdo-ultimate-crash-course/,50,1248,For all,1.5,Web Development,en
JavaScript for beginners with live examples,https://www.udemy.com/javascript-from-basic-fundamentals-to-advanced/,195,4587,Introductory,4.0,Web Development,en
Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,https://www.udemy.com/bootstrap-3-introduction-make-responsive-websites-fast/,50,2351,For all,2.5,Web Development,en
Laravel(5.2) PHP Framework  Jump Start for beginners,https://www.udemy.com/laravel-php-framework-jump-start-for-beginners/,20,3898,Introductory,3.0,Web Development,no
Professional WordPress Theme Development For 2017,https://www.udemy.com/advanced-wordpress-theme-development-next-level-of-theming/,20,3185,For all,8.0,Web Development,en
Learn Laravel PHP Framework Building Multi User SEO Blog APP,https://www.udemy.com/learn-laravel-php-framework-building-multi-user-seo-blog-app/,100,557,For all,9.5,Web Development,en
Javascript Specialist,https://www.udemy.com/javascript-specialist/,200,408,Introductory,8.0,Web Development,ro
Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,https://www.udemy.com/php-mvc-from-scratch/,70,1703,For all,3.0,Web Development,en
JavaScript Intro to learning JavaScript web programming,https://www.udemy.com/javascript-intro-to-learning-javascript/,20,17554,Introductory,1.5,Web Development,en
Crash Course: Fundamentals Of HTML & CSS From Scratch.,https://www.udemy.com/beginner-crash-course-fundamentals-of-html-css-in-60-mins/,20,7368,Introductory,2.0,Web Development,en
"Laravel, the complete guide with real world projects",https://www.udemy.com/best-laravel/,200,676,For all,14.0,Web Development,en
VueJS V1 Introduction to VueJS JavaScript Framework,https://www.udemy.com/vuejs-introduction-to-vuejs-javascript-framework/,200,3632,Introductory,2.0,Web Development,en
HTML CSS: Essential steps to learn HTML CSS,https://www.udemy.com/html-and-css-basics/,145,10576,Introductory,2.5,Web Development,en
Learn HTML 5 in 1 hour,https://www.udemy.com/learn-html-5-in-1-hour/,100,11643,Introductory,1.0,Web Development,en
Learn Html5 & CSS3 from scratch,https://www.udemy.com/learn-html5-css3-from-scratch/,20,13960,For all,2.5,Web Development,en
Responsive Web Design: Made Easy,https://www.udemy.com/responsive-web-design-made-easy/,195,5085,For all,6.5,Web Development,en
Parse Server: From Front End to Full Stack,https://www.udemy.com/parse-server/,200,1130,Intermediate,6.0,Web Development,en
Codeigniter: How to use Codeigniter that drives knowledge,https://www.udemy.com/codeigniter/,150,14606,For all,3.0,Web Development,en
jQuery for Beginners - Create Website Animations Easily,https://www.udemy.com/jquery-for-beginners-fundamentals-training-tutorial-course/,100,2971,For all,3.0,Web Development,en
How to Build Chat Bots: From Beginner to Intermediate,https://www.udemy.com/how-to-build-chats-bots-from-beginner-to-expert/,140,2814,For all,2.0,Web Development,en
Web Development with BootStrap - 16 Instant Themes Included!,https://www.udemy.com/bootstrap-course/,40,1355,For all,3.5,Web Development,en
Install a Wordpress Theme the Correct Way & Charge Others,https://www.udemy.com/how-to-install-a-wordpress-theme-the-right-way/,20,2335,For all,1.0,Web Development,en
Coding for Entrepreneurs Basic,https://www.udemy.com/coding-for-entrepreneurs-basic/,0,161029,Introductory,3.5,Web Development,en
The CSS and CSS3 Crash Course,https://www.udemy.com/the-css-and-css3-crash-course/,150,2051,For all,13.0,Web Development,en
Build a Business or Personal Website Using Wordpress,https://www.udemy.com/build-professional-business-personal-website-wordpress-create/,200,1069,Introductory,4.5,Web Development,en
Learn By Example: PHP For Dynamic Websites,https://www.udemy.com/learn-by-example-php-for-dynamic-websites/,50,1439,Introductory,13.0,Web Development,en
Learn ReactJS: Code Like A Facebook Developer,https://www.udemy.com/learn-react-js/,20,1948,Intermediate,5.0,Web Development,en
Learn to Build Web Apps using D3JS,https://www.udemy.com/learn-to-build-web-apps-using-d3js/,40,841,For all,3.5,Web Development,en
How to create awesome website and e-commerce in 1 hour,https://www.udemy.com/how-to-create-awesome-websites-and-e-commerce-in-1-hour/,20,937,For all,1.0,Web Development,en
Joomla for Beginners - Learn how to build a website with CMS,https://www.udemy.com/joomla-for-beginners-build-a-website-with-joomla-cms/,95,583,Introductory,3.5,Web Development,en
Learning Drupal 8,https://www.udemy.com/learning-drupal-8/,50,577,For all,9.5,Web Development,id
Learn How To Build a Web Application Without Coding,https://www.udemy.com/learn-how-to-build-a-web-application-without-coding/,0,9364,Introductory,0.5333333333333333,Web Development,en
Rock Solid Wordpress Security - Secure Web Development,https://www.udemy.com/rock-solid-wordpress-security-secure-wordpress-easily/,0,5052,For all,1.5,Web Development,en
Mastering JavaScript,https://www.udemy.com/mastering-javascript/,95,694,Advanced,4.0,Web Development,en
PHP Laravel 5:Creating a CRUD application,https://www.udemy.com/laravel-5creating-a-crud-application/,45,511,For all,0.55,Web Development,en
XQUERY :basics for beginners,https://www.udemy.com/xquery-basics-for-beginners/,40,937,For all,0.6333333333333333,Web Development,en
PHP Development with the Laravel Framework,https://www.udemy.com/php-development-with-laravel-4/,50,1611,For all,3.5,Web Development,en
WordPress Development - Themes and Plugins Complete Guide,https://www.udemy.com/wordpress-theme-and-plugin-development-course/,200,103,For all,5.5,Web Development,en
Basic JavaScript: Build 4 Basic JavaScript Projects,https://www.udemy.com/practical-javascript-javascript-basics/,40,670,Introductory,4.5,Web Development,ca
HTML and CSS for Beginning Web Developers,https://www.udemy.com/html-and-css-for-beginning-web-developers/,100,1606,Introductory,9.0,Web Development,en
Popular JavaScript Framework:Learn The Language Of Angular 2,https://www.udemy.com/popular-javascript-frameworklearn-the-language-of-angular-2/,200,260,Introductory,11.0,Web Development,en
The Ultimate Guide to the Best WordPress Plugins Part 1,https://www.udemy.com/wordpress-plugins-a-guide-on-the-best-plugins-part-1/,50,122,For all,10.5,Web Development,en
XSLT :basics for beginners,https://www.udemy.com/xslt-basics-for-beginners/,35,877,For all,0.5333333333333333,Web Development,en
The Complete Wordpress Plugin Development Course - 8 Plugins,https://www.udemy.com/wordpress-plugin-development/,200,1215,For all,2.5,Web Development,en
JSON Crash Course for Beginners,https://www.udemy.com/json-crash-course-for-beginners-learn-json-in-one-hour/,45,3323,Introductory,0.6333333333333333,Web Development,en
You can create Incredible Websites with HTML CSS learn how,https://www.udemy.com/learn-to-create-html-css-web-templates-create-web-pages/,100,11892,For all,2.5,Web Development,en
JavaScript Tricks how to create code projects from scratch,https://www.udemy.com/learn-javascript-code-create-projects-from-scratch/,75,15106,For all,1.5,Web Development,en
The Sass Course! Learn Sass for Real-World Websites,https://www.udemy.com/learn-sass/,95,975,For all,3.5,Web Development,en
Web Design How to Create a Website HTML CSS Bootstrap,https://www.udemy.com/how-to-create-a-website-html-css-bootstrap/,75,5263,Introductory,2.0,Web Development,en
Master Angular 4 by Example - Build 7 Awesome Apps!,https://www.udemy.com/learn-angular-4/,195,596,For all,8.0,Web Development,en
Create A Custom Responsive WordPress Website For A Client,https://www.udemy.com/create-custom-responsive-wordpress-website-client/,95,7517,For all,4.5,Web Development,en
Mastering HTML5 Programming - The Easier Way,https://www.udemy.com/html5-programming-tutorials/,75,21653,For all,7.0,Web Development,en
How to Launch Your Own Website Builder Service,https://www.udemy.com/how-to-launch-your-own-website-builder-service/,20,9028,Introductory,1.5,Web Development,en
Getting Started with HTML,https://www.udemy.com/html-basics-course/,40,7375,Introductory,1.5,Web Development,en
Spring Framework 4 (Java Enterprise JEE) with AngularJS,https://www.udemy.com/java-spring-mvc-framework-with-angularjs-by-google-and-html5/,95,5177,For all,13.5,Web Development,en
Build A Weather App With Ajax Using Open Weather Map API,https://www.udemy.com/build-a-weather-app-with-ajax-using-open-weather-map-api/,20,6548,For all,4.0,Web Development,en
Essentials of JavaScript Practice Coding Exercises Tips,https://www.udemy.com/essentials-of-javascript-practice-coding-exercises-tips/,80,28125,Introductory,2.0,Web Development,en
Learn and Earn with HTML & CSS,https://www.udemy.com/learn-and-earn-with-html-css/,20,9349,For all,4.0,Web Development,en
Get started Creating Websites Everything you need provided,https://www.udemy.com/get-started-creating-websites-everything-you-need-provided/,100,14260,Introductory,3.0,Web Development,en
JavaScript in Action JavaScript Projects,https://www.udemy.com/javascript-in-action-learn-javascript-projects/,150,7720,Introductory,1.5,Web Development,en
Modern Web Development with Laravel 5.2 (PHP Framework),https://www.udemy.com/modern-web-development-with-laravel/,120,2142,For all,12.0,Web Development,en
Programming for Entrepreneurs - JavaScript,https://www.udemy.com/javascript-tutorial/,200,12873,Introductory,2.5,Web Development,en
Create a Website from Scratch using HTML CSS step by step,https://www.udemy.com/create-a-website-from-scratch-using-html-css-in-1-hour/,75,12882,Introductory,1.5,Web Development,en
Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,https://www.udemy.com/ajaxcourse/,195,12368,For all,3.5,Web Development,fr
Learn jQuery by Example Course,https://www.udemy.com/complete-jquery-course/,170,8625,Introductory,5.0,Web Development,en
Bootstrap 4 Theme Development Masterclass,https://www.udemy.com/bootstrap-theme-development-masterclass/,150,2641,For all,0.65,Web Development,en
Wordpress Theme Development for Beginners,https://www.udemy.com/wordpress-theme-development-for-beginners/,20,1052,For all,8.0,Web Development,en
Web Design Creating websites from scratch,https://www.udemy.com/web-design-creating-websites-from-scratch/,75,13920,Introductory,2.0,Web Development,en
HTML Learning the Basics Intro to HTML website coding,https://www.udemy.com/html-learning-the-basics-intro-to-html-website-coding/,20,7416,Introductory,0.65,Web Development,en
Learn how to use Javascript Components with PHP and Symfony,https://www.udemy.com/learn-how-to-use-javascript-components-with-php-and-symfony/,90,1822,For all,2.0,Web Development,en
So you think you know JavaScript?,https://www.udemy.com/so-you-think-you-know-javascript-1/,50,1010,For all,6.0,Web Development,en
Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,https://www.udemy.com/use-javascript-to-build-udemy-stripe-mailchimp-wistia/,110,1425,For all,5.5,Web Development,en
Learn jQuery: An In-depth Course For Beginners,https://www.udemy.com/jquery/,50,7014,For all,4.5,Web Development,en
JavaScript for Beginning Web Developers,https://www.udemy.com/learn-javascript-programming/,75,7785,Introductory,4.5,Web Development,en
JQuery Create Overlay Popups from scratch using Jquery,https://www.udemy.com/jquery-create-modal-popup-windows-from-scratch-using-jquery/,50,4407,For all,2.5,Web Development,en
Vue JS 2: From Beginner to Professional,https://www.udemy.com/vuejs-from-beginner-to-professional/,145,602,For all,15.5,Web Development,en
Ultimate AngularJS: Build a Real-World App from Scratch,https://www.udemy.com/ultimate-angularjs-course/,100,1712,For all,5.5,Web Development,en
Wordpress Site Migration,https://www.udemy.com/wordpress-site-migration-tutorial/,20,1894,For all,1.5,Web Development,en
introduction to HTML Course,https://www.udemy.com/introduction-to-html-course/,20,3258,Introductory,2.0,Web Development,en
Create Single Page Website using Twitter Bootstrap 3,https://www.udemy.com/create-single-page-website-using-twitter-bootstrap/,20,7449,Intermediate,1.0,Web Development,en
The All-In-One Web Development Course,https://www.udemy.com/the-all-in-one-web-development-course/,85,538,For all,18.5,Web Development,en
Code a Responsive Website Using HTML5 and CSS for Beginners,https://www.udemy.com/how-to-code-a-responsive-website-using-html5-and-css/,50,1271,Introductory,7.5,Web Development,en
AngularJS for the Real World - Learn by creating a WebApp,https://www.udemy.com/angularjs-for-the-real-world-learn-to-create-a-webapp/,115,1407,For all,7.0,Web Development,en
Wordpress Tutorial   ,https://www.udemy.com/responsive-design/,200,2311,For all,1.5,Web Development,en
Create a REAL Social Network like Facebook in PHP + MySQL,https://www.udemy.com/make-a-social-media-website/,45,1002,For all,16.5,Web Development,en
Advanced Node.js Development,https://www.udemy.com/refactoru-adv-nodejs/,55,2565,Advanced,3.0,Web Development,nl
ASP.NET MVC 5 Project - Facebook Clone,https://www.udemy.com/aspnet-mvc-5-project-facebook-clone/,30,210,For all,5.0,Web Development,en
Bootstrap For Beginners: A  Basic Introduction,https://www.udemy.com/bootstrap-for-beginners-a-basic-introduction/,55,1186,Introductory,0.6666666666666666,Web Development,en
jQuery for Beginners,https://www.udemy.com/jquery-for-beginners_sre/,20,1421,For all,4.0,Web Development,no
JavaScript Basics For Web Developers,https://www.udemy.com/javascript-basics-for-web-developers/,20,958,Introductory,1.0,Web Development,en
Learn PHP from Scratch,https://www.udemy.com/learn-php-from-scratch-in-1-3-hr/,50,1550,Introductory,1.5,Web Development,en
Learn Express,https://www.udemy.com/learn-express/,25,1309,Intermediate,1.5,Web Development,en
"Build A Web App with VueJS, Spring Framework and MongoDB",https://www.udemy.com/build-a-message-board-app-with-vue-spring-and-mongodb/,145,251,For all,3.5,Web Development,en
Zend Framework 2: Learn the PHP framework ZF2 from scratch,https://www.udemy.com/zend-framework-2-from-beginner-to-professional/,40,723,For all,6.5,Web Development,en
Improved SEO with Rich Snippets and MicroData,https://www.udemy.com/improved-seo-with-rich-snippets-and-microdata/,0,11026,Intermediate,1.0,Web Development,en
X theme for WordPress: Responsive web design without code!,https://www.udemy.com/x-theme-for-wordpress-responsive-websites-without-code/,20,1318,For all,7.0,Web Development,en
Become a HTML and CSS Developer - Build a Responsive Site,https://www.udemy.com/learn-to-code-in-html-and-css/,0,3894,Introductory,2.0,Web Development,en
How to Make a Wordpress Website 2017,https://www.udemy.com/wordpress-4-for-beginners/,0,12293,For all,3.0,Web Development,en
Install Wordpress,https://www.udemy.com/learn-how-to-install-wordpress/,20,1447,Introductory,0.6666666666666666,Web Development,en
CSS Specialist: Comprehensive CSS Training,https://www.udemy.com/css-specialist-comprehensive-css-training/,100,487,Introductory,6.0,Web Development,en
Introduction to Laravel 4,https://www.udemy.com/introduction-to-laravel-4/,0,9110,For all,2.5,Web Development,en
Introduction to Elm,https://www.udemy.com/introduction-to-elm/,0,1519,Intermediate,1.0,Web Development,en
Learn to Freelance with People Per hour  (URDU),https://www.udemy.com/learn-to-freelance-with-people-per-hour-in-30-minutes/,20,948,For all,0.6,Web Development,en
Learn Wordpress 4 from Scratch : Create Awesome Websites,https://www.udemy.com/learn-wordpress-from-scratch-and-create-websites/,75,2023,For all,2.0,Web Development,en
Amazon Alexa Development: From Beginner to Intermediate,https://www.udemy.com/amazon-alexa-development-from-beginner-to-intermediate/,140,1858,For all,2.5,Web Development,en
The Build a SAAS App with Flask Course,https://www.udemy.com/the-build-a-saas-app-with-flask-course/,40,2244,For all,10.0,Web Development,en
Learn JSON with JavaScript Objects and APIs in 1 hour,https://www.udemy.com/json-course/,95,3619,Intermediate,1.0,Web Development,en
1 Hour JavaScript,https://www.udemy.com/1-hour-javascript/,200,22999,Introductory,1.0,Web Development,fr
Building An E-Commerce Store Using Java Spring Framework,https://www.udemy.com/building-an-e-commerce-store-using-java-spring-framework/,95,2743,For all,14.5,Web Development,en
Typescript Masterclass & FREE E-Book,https://www.udemy.com/complete-typescript-2-course/,150,1229,For all,7.5,Web Development,en
PHP MVC Framework CodeIgniter Tutorial for Beginners Project,https://www.udemy.com/php-mvc-framework-codeigniter-tutorial-for-beginners-project/,100,3701,For all,10.5,Web Development,en
JavaScript - Become Higly Paid Front End Developer,https://www.udemy.com/javascript-become-higly-paid-front-end-developer/,105,710,Introductory,3.5,Web Development,en
Object Oriented Programming (OOP) in PHP - Build An OOP Site,https://www.udemy.com/object-oriented-programming-in-php/,20,6588,For all,2.0,Web Development,en
Beginners Introduction to Web Development,https://www.udemy.com/explore-web-development/,200,7331,Introductory,1.5,Web Development,en
Django + AngularJS for a Powerful Web Application,https://www.udemy.com/django-angularjs/,95,4463,Intermediate,5.5,Web Development,en
WordPress Academy: Learn WordPress step by step,https://www.udemy.com/wordpress-academy-course/,150,1873,Introductory,7.5,Web Development,en
Web Development Essential Skills - Complete HTML and CSS,https://www.udemy.com/complete-html5-css3-course-newbie-to-pro/,95,1388,For all,7.0,Web Development,en
Byte-Sized-Chunks: Closures in Javascript,https://www.udemy.com/closures-in-javascript/,20,1292,For all,2.0,Web Development,en
Laravel Account Activation Project,https://www.udemy.com/laravel-account-activation-project/,50,1147,For all,2.5,Web Development,en
WordPress: Create an Amazing Website With Ease,https://www.udemy.com/wordpress-basic-to-advanced-tutorials/,200,1109,For all,2.5,Web Development,en
Mastering the Google Chrome Developer Tools,https://www.udemy.com/mastering-chrome-developer-tools/,20,2002,For all,0.6666666666666666,Web Development,en
Kali Linux Web App Testing,https://www.udemy.com/kali-linux-web-app-testing/,75,876,For all,3.0,Web Development,et
Learn Ruby Programming The Easy Way - Lite,https://www.udemy.com/learn-ruby-programming-the-easy-way-lite/,20,1186,For all,0.5666666666666667,Web Development,en
"Web Scraping with Python, Ruby & import. io",https://www.udemy.com/web-scraping-with-python-ruby-import-io-for-fun-profit/,75,973,For all,4.5,Web Development,en
Sending email with PHP: from Basic to Advanced,https://www.udemy.com/php-email/,40,379,For all,2.0,Web Development,en
WordPress 2016 for Beginners : Build awesome websites!,https://www.udemy.com/build-your-own-wordpress-website-in-less-than-90-minutes/,20,2177,For all,4.0,Web Development,en
Learn to make websites with Google's Material Design Lite,https://www.udemy.com/learn-googles-material-design-lite/,20,1063,For all,5.5,Web Development,en
Joomla 3 : Develop a Professional Website in 3 Simple Steps!,https://www.udemy.com/develop-a-professional-hotel-website-using-joomla-3x/,35,1309,For all,5.0,Web Development,en
Complete Python Web Course: Build 8 Python Web Apps,https://www.udemy.com/the-complete-python-web-course-learn-by-building-8-apps/,110,7489,For all,16.0,Web Development,en
Web Design for Beginners: Real World Coding in HTML & CSS,https://www.udemy.com/web-design-for-beginners-real-world-coding-in-html-css/,100,9103,For all,9.0,Web Development,en
Ethereum Developer: Build A Decentralised Blockchain App,https://www.udemy.com/ethereum-developer/,195,3169,For all,3.5,Web Development,en
The Complete Web Development Course -  Build 15 Projects,https://www.udemy.com/complete-web-development-course/,200,7501,For all,76.5,Web Development,en
Angular 2 + Rails 5 Bootcamp,https://www.udemy.com/angular-on-rails-course/,150,1967,Intermediate,9.0,Web Development,tl
Javascript - From Beginner to Pro-Build real world JS apps,https://www.udemy.com/javascript-from-beginner-to-pro-best-course/,195,28694,Introductory,11.5,Web Development,en
Redux in Angular (2 and 4+),https://www.udemy.com/redux-in-angular/,70,909,Intermediate,1.5,Web Development,en
The complete JavaScript developer: MEAN stack zero-to-hero,https://www.udemy.com/the-complete-javascript-developer-mean-stack-zero-to-hero/,75,4820,For all,11.5,Web Development,en
Running a Web Development Business: The Complete Guide,https://www.udemy.com/the-complete-guide-to-running-a-web-development-business/,150,24575,For all,19.5,Web Development,en
Projects In JavaScript & JQuery,https://www.udemy.com/projects-in-javascript-jquery/,60,9109,For all,9.0,Web Development,en
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,https://www.udemy.com/learn-to-build-beautiful-html5-and-css3-websites-in-1-month/,50,18818,For all,11.0,Web Development,en
"Full stack Universal React with Redux, Node js and MongoDB",https://www.udemy.com/full-stack-universal-react-with-redux-express-and-mongodb/,195,1121,Intermediate,5.0,Web Development,en
Creating an MP3 Player with HTML5,https://www.udemy.com/creating-an-mp3-player-with-html5/,20,14551,For all,1.5,Web Development,en
Be a Bootstrap Developer from scratch,https://www.udemy.com/be-a-bootstrap-developer-from-scratch/,100,5800,Introductory,3.5,Web Development,en
Create Your First Wordpress Site in Under an Hour,https://www.udemy.com/how-to-install-wordpress-/,20,4867,Introductory,1.0,Web Development,en
Learn Coding as RF or Telecom Engineer - Build Real Program,https://www.udemy.com/learn-coding-as-rf-or-telecom-engineer-build-real-program/,25,1006,Introductory,2.0,Web Development,en
Creating FaceBook Design Using Bootstrap - Handson Project,https://www.udemy.com/facebook-design-using-bootstrap/,80,4616,For all,2.0,Web Development,en
Building HTML5 Canvas projects from scratch,https://www.udemy.com/building-html5-canvas-projects-from-scratch/,100,8968,Introductory,2.0,Web Development,en
Learn How To Become a Web Developer From Scratch,https://www.udemy.com/learn-how-to-become-a-front-end-web-developer-from-scratch/,200,7062,Introductory,11.0,Web Development,en
"Earn Big Profits With Web Development, Simple and Easy!",https://www.udemy.com/earn-big-profits-by-building-simple-and-easy-websites/,90,3073,Introductory,1.5,Web Development,en
BDD with Ruby on Rails using RSpec 3 and Capybara,https://www.udemy.com/rubyonrails-bdd-rspec-capybara/,175,2706,For all,13.0,Web Development,en
Learn By Example: jQuery,https://www.udemy.com/learn-by-example-jquery/,50,1702,For all,7.0,Web Development,en
Professional Python Web Development Using Flask,https://www.udemy.com/python-flask-course/,120,3420,Introductory,14.5,Web Development,en
JavaScript HTML CSS Project make a Quiz Tutorial,https://www.udemy.com/javascript-html-css-project-make-a-quiz-tutorial/,95,7130,For all,2.0,Web Development,hr
Voiceover Audio Secrets - Your Way to Top Audio Quality,https://www.udemy.com/professional-audio-recording-processing-for-course-creation/,195,918,Introductory,2.5,Web Development,en
jQuery UI In Depth,https://www.udemy.com/jquery-ui-in-depth/,25,1520,For all,10.5,Web Development,en
Codeless Website Development with Adobe Muse,https://www.udemy.com/codeless-website-development-with-adobe-muse/,50,461,For all,3.5,Web Development,en
Learn To Build A Google Map App Using Angular 2,https://www.udemy.com/learn-to-build-a-google-map-app-using-angular-2/,30,116,Introductory,1.0,Web Development,en
Learn Reactivex From Ground Up,https://www.udemy.com/learn-reactivex-from-ground-up/,40,207,Intermediate,5.0,Web Development,en
Learn HTML in 59 Minutes - Your intro to front-end dev,https://www.udemy.com/learn-html-in-59-minutes/,35,333,Introductory,1.0,Web Development,en
WordPress Theme Customization 101 (for beginners),https://www.udemy.com/wordpress-theme-customization-101-for-beginners/,40,305,Introductory,2.0,Web Development,en
Supercharging Development With Atom Text Editor,https://www.udemy.com/atom-text-editor/,20,644,For all,1.5,Web Development,en
Master WCF 4.0 From Scratch Using C#,https://www.udemy.com/masterwcf/,50,415,For all,7.0,Web Development,en
Drupal 7 for Beginners,https://www.udemy.com/drupal-for-beginners/,35,926,For all,2.5,Web Development,no
Critical Web Dev Skills & Tools for the Non-Tech Hustler,https://www.udemy.com/critical-web-dev-skills-tools-for-the-non-tech-hustler/,0,3118,For all,1.5,Web Development,en
Install WordPress on Computer using XAMPP,https://www.udemy.com/wordpress-xampp/,0,4290,Introductory,0.6166666666666667,Web Development,en
Java Web Services Part 2,https://www.udemy.com/javawebservicespart2/,20,959,Intermediate,3.0,Web Development,en
Complete PHP Course With Bootstrap3 CMS System & Admin Panel,https://www.udemy.com/complete-php-course/,195,55332,For all,20.0,Web Development,en
Learn To Create WordPress Themes By Building 10 Projects,https://www.udemy.com/learn-to-create-wordpress-themes-by-building-10-projects/,60,2273,For all,16.5,Web Development,en
The Complete NodeJS Course: Build a Full Business Rating App,https://www.udemy.com/learn-nodejs-by-building-an-employee-to-business-rating-app/,195,17784,For all,12.5,Web Development,en
Master the MEAN Stack - Learn By Example,https://www.udemy.com/master-the-mean-stack/,195,25799,Intermediate,4.5,Web Development,en
First Web Application with Spring Boot,https://www.udemy.com/spring-boot-first-web-application/,40,2865,Introductory,4.0,Web Development,en
HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,https://www.udemy.com/html-css-bootstrap-build-your-first-website-today/,200,346,Introductory,8.5,Web Development,en
Backbone Tutorial: Learn Backbonejs from Scratch,https://www.udemy.com/backbonejs-tutorial/,90,4957,For all,5.5,Web Development,en
AngularJS Custom Directives with Dan Wahlin,https://www.udemy.com/angularjs-custom-directives/,75,4128,For all,6.0,Web Development,en
Angular 2+ with Typescript - Essential Training,https://www.udemy.com/angular-2-training/,195,29348,Introductory,3.0,Web Development,en
Learn Angular 2 from Beginner to Advanced,https://www.udemy.com/learn-angular-2-from-beginner-to-advanced/,195,32696,Introductory,10.0,Web Development,en
